,campaign_id,campaign_name,start_date,end_date,channel,impressions,clicks,spend,conversions,active,campaign_tag,season
989,CMP-00990,Q3_Summer_CMP-00990,2023-05-01,2023-05-31,Email,61004,1561,265764,151.0,False,EM,Summer
990,CMP-00991,Q3_Summer_CMP-00991,2023-06-25,2023-07-13,Email,63981,2507,301912,157.0,False,EM,Summer
991,CMP-00992,Q3_Launch_CMP-00992,2023-08-05,2023-08-09,TikTok,85659,3879,439872,592.0,True,TI,Launch
992,CMP-00993,Q4_Summer_CMP-00993,2023-04-28,2023-05-12,Email,55553,2046,407861,319.0,False,EM,Summer
993,CMP-00994,Q3_BlackFriday_CMP-00994,2023-02-22,2023-03-10,TikTok,49447,1005,51832,104.0,True,TI,BlackFriday
994,CMP-00995,Q1_Summer_CMP-00995,2023-06-03,2023-06-05,TikTok,35529,1314,242117,80.0,True,TI,Summer
995,CMP-00996,Q4_Launch_CMP-00996,2023-03-10,2023-03-19,TikTok,76703,1677,121366,191.0,True,TI,Launch
996,CMP-00997,Q4_Winter_CMP-00997,2023-02-05,2023-05-16,Instagram,77090,2986,501316,347.0,False,IN,Winter
997,CMP-00998,Q4_Summer_CMP-00998,2023-11-29,2023-12-17,TikTok,18260,879,125424,132.0,False,TI,Summer
998,CMP-00999,Q1_BlackFriday_CMP-00999,2023-04-20,2023-05-13,Instagram,4812,186,18838,18.0,True,IN,BlackFriday
999,CMP-01000,Q1_Winter_CMP-01000,2023-07-30,2023-08-13,Email,29024,1292,233957,196.0,True,EM,Winter
1000,CMP-01001,Q2_Winter_CMP-01001,2023-04-22,2023-04-25,Facebook,59656,601,31214,108.0,False,FA,Winter
1001,CMP-01002,Q1_Launch_CMP-01002,2023-02-21,2023-02-24,TikTok,28285,1094,9190,93.0,False,TI,Launch
1002,CMP-01003,Q1_Summer_CMP-01003,2023-07-16,2023-07-19,Instagram,93436,4034,544727,794.0,True,IN,Summer
1003,CMP-01004,Q4_Summer_CMP-01004,2023-03-13,2023-03-22,Google Ads,2605,30,3082,3.0,False,GO,Summer
1004,CMP-01005,Q3_Summer_CMP-01005,2023-05-08,2023-06-06,Facebook,72158,3237,458219,291.0,True,FA,Summer
1005,CMP-01006,Q3_Winter_CMP-01006,2023-11-08,2023-11-30,TikTok,73303,1485,79621,168.0,False,TI,Winter
1006,CMP-01007,Q1_BlackFriday_CMP-01007,2023-01-14,2023-01-26,Google Ads,28139,1030,69493,66.0,True,GO,BlackFriday
1007,CMP-01008,Q3_Winter_CMP-01008,2023-06-04,2023-06-20,Facebook,78149,3283,226739,226.0,True,FA,Winter
1008,CMP-01009,Q3_Summer_CMP-01009,2023-04-07,2023-04-20,Facebook,57138,2085,163448,,False,FA,Summer
1009,CMP-01010,Q4_Launch_CMP-01010,2023-01-28,2023-02-14,Google Ads,77125,1055,125439,173.0,False,GO,Launch
1010,CMP-01011,Q1_Summer_CMP-01011,2023-05-03,2023-06-02,TikTok,14918,505,82224,93.0,False,TI,Summer
1011,CMP-01012,Q2_Winter_CMP-01012,2023-09-13,2023-09-21,Instagram,86655,2771,514937,414.0,True,IN,Winter
1012,CMP-01013,Q3_Summer_CMP-01013,2023-01-07,2023-02-06,Email,28446,1308,22930,86.0,False,EM,Summer
1013,CMP-01014,Q2_Launch_CMP-01014,2023-03-09,2023-04-08,Google Ads,14046,367,29189,55.0,True,GO,Launch
1014,CMP-01015,Q1_BlackFriday_CMP-01015,2023-08-04,2023-09-03,Instagram,25818,589,68426,85.0,False,IN,BlackFriday
1015,CMP-01016,Q2_Launch_CMP-01016,2023-08-30,2023-09-04,TikTok,5324,212,16941,36.0,True,TI,Launch
1016,CMP-01017,Q2_Summer_CMP-01017,2023-01-09,2023-09-05,Email,77323,2049,183735,,True,EM,Summer
1017,CMP-01018,Q3_BlackFriday_CMP-01018,2023-04-21,2023-04-22,Facebook,10111,362,45443,65.0,False,FA,BlackFriday
1018,CMP-01019,Q3_Summer_CMP-01019,2023-01-31,2023-02-06,,39110,1402,84423,157.0,False,XX,Summer
1019,CMP-01020,Q3_Launch_CMP-01020,2023-05-27,2023-05-30,TikTok,17389,791,65436,122.0,False,TI,Launch
1020,CMP-01021,Q1_Launch_CMP-01021,2023-08-01,2023-08-20,TikTok,42427,1440,274042,,False,TI,Launch
1021,CMP-01022,Q1_Summer_CMP-01022,2023-11-24,2023-12-24,Email,80579,2424,29068,484.0,False,EM,Summer
1022,CMP-01023,Q1_Winter_CMP-01023,2023-05-23,2023-06-14,Instagram,29746,462,53965,35.0,False,IN,Winter
1023,CMP-01024,Q1_Winter_CMP-01024,2023-02-10,2023-02-17,TikTok,88886,1300,67841,66.0,True,TI,Winter
1024,CMP-01025,Q3_Summer_CMP-01025,2023-03-21,2023-04-05,TikTok,1117,18,1568,1.0,False,TI,Summer
1025,CMP-01026,Q2_Summer_CMP-01026,2023-11-21,2023-12-13,Google Ads,85471,1442,259479,239.0,False,GO,Summer
1026,CMP-01027,Q2_BlackFriday_CMP-01027,2023-11-26,2023-12-14,Email,14234,505,37721,59.0,True,EM,BlackFriday
1027,CMP-01028,Q4_Summer_CMP-01028,2023-12-24,2024-01-05,TikTok,54441,2158,242276,252.0,True,TI,Summer
1028,CMP-01029,Q2_BlackFriday_CMP-01029,2023-03-05,2023-04-04,TikTok,1846,57,2973,,True,TI,BlackFriday
1029,CMP-01030,Q2_Winter_CMP-01030,2023-02-14,2023-02-23,Facebook,11954,515,62701,96.0,True,FA,Winter
1030,CMP-01031,Q3_Summer_CMP-01031,2023-11-10,2023-11-26,TikTok,80239,3983,211709,385.0,False,TI,Summer
1031,CMP-01032,Q4_BlackFriday_CMP-01032,2023-12-03,2023-12-06,Facebook,47514,2033,35159,165.0,False,FA,BlackFriday
1032,CMP-01033,Q2_BlackFriday_CMP-01033,2023-12-29,2024-01-24,Facebook,89236,3372,585811,597.0,False,FA,BlackFriday
1033,CMP-01034,Q2_BlackFriday_CMP-01034,2023-09-12,2023-10-04,Google Ads,98579,3085,518778,573.0,True,GO,BlackFriday
1034,CMP-01035,Q4_Winter_CMP-01035,2023-05-13,2023-05-19,Facebook,7469,208,19241,27.0,False,FA,Winter
1035,CMP-01036,Q2_BlackFriday_CMP-01036,2023-05-18,2023-06-06,Facebook,31105,416,73044,60.0,False,FA,BlackFriday
1036,CMP-01037,Q2_Winter_CMP-01037,2023-01-16,2023-01-30,Email,43101,1119,147092,99.0,True,EM,Winter
1037,CMP-01038,Q3_BlackFriday_CMP-01038,2023-09-26,2023-09-30,Facebook,65323,3031,321502,515.0,False,FA,BlackFriday
1038,CMP-01039,Q4_BlackFriday_CMP-01039,2023-12-31,2024-01-18,Email,92922,3932,56542,569.0,True,EM,BlackFriday
1039,CMP-01040,Q1_Launch_CMP-01040,2023-09-12,2023-09-14,TikTok,59067,1101,57088,138.0,False,TI,Launch
1040,CMP-01041,Q3_BlackFriday_CMP-01041,2023-09-13,2023-09-21,Facebook,50376,1443,103094,85.0,True,FA,BlackFriday
1041,CMP-01042,Q3_Launch_CMP-01042,2023-03-22,2023-03-29,Email,46587,1987,320591,372.0,True,EM,Launch
1042,CMP-01043,Q2_Summer_CMP-01043,2023-10-21,2023-10-26,,37976,482,41753,68.0,False,XX,Summer
1043,CMP-01044,Q4_Winter_CMP-01044,2023-09-18,2023-09-28,Instagram,68584,1748,244198,137.0,False,IN,Winter
1044,CMP-01045,Q2_Launch_CMP-01045,2023-01-07,2023-01-12,Email,79477,3502,377394,493.0,True,EM,Launch
1045,CMP-01046,Q3_BlackFriday_CMP-01046,2023-07-16,2023-08-09,Email,43533,1138,202815,172.0,True,EM,BlackFriday
1046,CMP-01047,Q2_BlackFriday_CMP-01047,2023-01-19,2023-02-11,TikTok,2828,37,7136,4.0,False,TI,BlackFriday
1047,CMP-01048,Q3_Summer_CMP-01048,2023-12-02,2023-12-15,TikTok,2917,92,16793,14.0,False,TI,Summer
1048,CMP-01049,Q2_BlackFriday_CMP-01049,2023-08-02,2023-08-03,Facebook,21618,961,8706,131.0,True,FA,BlackFriday
1049,CMP-01050,Q2_Launch_CMP-01050,2023-02-09,2023-02-21,Instagram,33254,1117,88382,214.0,False,IN,Launch
1050,CMP-01051,Q3_Summer_CMP-01051,2023-12-11,2023-12-13,Email,48362,921,111593,53.0,True,EM,Summer
1051,CMP-01052,Q1_Winter_CMP-01052,2023-09-22,2023-10-09,Google Ads,21128,536,2739,35.0,True,GO,Winter
1052,CMP-01053,Q4_Winter_CMP-01053,2023-02-05,2023-03-03,Facebook,60383,1691,91097,128.0,False,FA,Winter
1053,CMP-01054,Q4_BlackFriday_CMP-01054,2023-06-09,2023-06-10,Google Ads,66545,2207,293517,338.0,True,GO,BlackFriday
1054,CMP-01055,Q3_Launch_CMP-01055,2023-01-05,2023-01-09,Google Ads,83180,3358,43005,493.0,True,GO,Launch
1055,CMP-01056,Q1_BlackFriday_CMP-01056,2023-06-05,2023-06-22,Instagram,88958,1241,247191,228.0,False,IN,BlackFriday
1056,CMP-01057,Q1_BlackFriday_CMP-01057,2023-07-08,2023-07-30,TikTok,10865,495,39737,79.0,False,TI,BlackFriday
1057,CMP-01058,Q1_Winter_CMP-01058,2023-04-11,2023-04-20,Facebook,3219,33,2928,4.0,False,FA,Winter
1058,CMP-01059,Q4_Launch_CMP-01059,2023-05-06,2023-05-25,Google Ads,40809,1012,67835,201.0,False,GO,Launch
1059,CMP-01060,Q3_BlackFriday_CMP-01060,2023-01-13,2023-01-30,Facebook,6287,69,12947,6.0,True,FA,BlackFriday
1060,CMP-01061,Q1_Winter_CMP-01061,2023-12-22,2023-12-23,Facebook,35387,910,151671,159.0,False,FA,Winter
1061,CMP-01062,Q3_BlackFriday_CMP-01062,2023-01-01,2023-01-11,TikTok,9512,295,51139,33.0,True,TI,BlackFriday
1062,CMP-01063,Q2_Launch_CMP-01063,2023-06-07,2023-07-06,Google Ads,2342,71,13164,10.0,True,GO,Launch
1063,CMP-01064,Q2_Summer_CMP-01064,2023-05-02,2023-05-28,Facebook,64076,1065,137103,169.0,True,FA,Summer
1064,CMP-01065,Q4_Launch_CMP-01065,2023-03-14,2023-03-19,Instagram,20216,724,8520,105.0,False,IN,Launch
1065,CMP-01066,Q4_Launch_CMP-01066,2023-04-29,2023-05-10,Email,94070,1109,110411,78.0,False,EM,Launch
1066,CMP-01067,Q4_Winter_CMP-01067,2023-12-25,2024-01-24,Email,80767,3269,452371,380.0,False,EM,Winter
1067,CMP-01068,Q3_BlackFriday_CMP-01068,2023-02-13,2023-02-21,TikTok,98829,4730,558811,634.0,False,TI,BlackFriday
1068,CMP-01069,Q3_Launch_CMP-01069,2023-11-23,2023-12-21,Google Ads,27614,651,76645,115.0,False,GO,Launch
1069,CMP-01070,Q4_BlackFriday_CMP-01070,2023-10-18,2023-11-03,TikTok,37258,1143,217786,133.0,False,TI,BlackFriday
1070,CMP-01071,Q1_Winter_CMP-01071,2023-12-06,2024-01-01,Facebook,94789,2384,47109,447.0,False,FA,Winter
1071,CMP-01072,Q1_Launch_CMP-01072,2023-05-14,2023-05-21,TikTok,43078,442,74907,51.0,False,TI,Launch
1072,CMP-01073,Q4_BlackFriday_CMP-01073,2023-07-21,2023-07-28,Facebook,84524,2149,351391,284.0,False,FA,BlackFriday
1073,CMP-01074,Q4_Summer_CMP-01074,2023-06-12,2023-07-04,,97573,4065,61822,688.0,False,INVALID,Summer
1074,CMP-01075,Q2_Winter_CMP-01075,2023-04-14,2023-04-30,Instagram,13219,447,33485,61.0,True,IN,Winter
1075,CMP-01076,Q3_Winter_CMP-01076,2023-02-25,2023-03-13,Instagram,1235,17,1001,3.0,True,IN,Winter
1076,CMP-01077,Q2_Winter_CMP-01077,2023-08-27,2023-09-12,TikTok,43929,1927,296004,287.0,False,TI,Winter
1077,CMP-01078,Q3_Summer_CMP-01078,2023-07-03,2023-07-10,Email,68444,2138,340622,274.0,True,EM,Summer
1078,CMP-01079,Q1_BlackFriday_CMP-01079,2023-06-07,2023-06-11,Instagram,9567,417,23788,22.0,False,IN,BlackFriday
1079,CMP-01080,Q2_BlackFriday_CMP-01080,2023-02-16,2023-02-22,Instagram,71792,2384,451071,267.0,False,IN,BlackFriday
1080,CMP-01081,Q4_Launch_CMP-01081,2023-12-27,2024-01-09,Email,66441,2151,136957,204.0,False,EM,Launch
1081,CMP-01082,Q2_Launch_CMP-01082,2023-06-17,2023-07-05,Email,85555,1215,112855,,True,EM,Launch
1082,CMP-01083,Q1_Winter_CMP-01083,2023-07-02,2023-08-01,Facebook,74698,1247,188121,101.0,True,FA,Winter
1083,CMP-01084,Q2_Winter_CMP-01084,2023-06-03,2023-06-24,Email,6415,313,23626,25.0,False,EM,Winter
1084,CMP-01085,Q3_BlackFriday_CMP-01085,2023-01-16,2023-02-15,Insta_gram,37159,711,4146,55.0,True,IN,BlackFriday
1085,CMP-01086,Q1_Winter_CMP-01086,2023-10-12,2023-11-09,TikTok,44925,2205,219777,151.0,True,TI,Winter
1086,CMP-01087,Q2_Winter_CMP-01087,2023-08-25,2023-09-20,Google Ads,6951,217,35782,20.0,False,GO,Winter
1087,CMP-01088,Q4_Summer_CMP-01088,2023-04-03,2023-05-03,TikTok,88388,1363,152727,249.0,False,TI,Summer
1088,CMP-01089,Q2_Winter_CMP-01089,2023-04-24,2023-04-29,Instagram,9007,125,18493,20.0,False,IN,Winter
1089,CMP-01090,Q3_Summer_CMP-01090,2023-07-10,2023-08-01,Email,42832,786,107637,125.0,False,EM,Summer
1090,CMP-01091,Q4_Winter_CMP-01091,2023-02-13,2023-02-18,Instagram,59596,2802,149438,475.0,False,IN,Winter
1091,CMP-01092,Q3_Summer_CMP-01092,2023-08-02,2023-09-01,Email,31523,837,165961,75.0,True,EM,Summer
1092,CMP-01093,Q4_Launch_CMP-01093,2023-02-03,2023-02-20,Facebook,89861,2319,130361,424.0,False,FA,Launch
1093,CMP-01094,Q2_Launch_CMP-01094,2023-07-03,2023-08-02,Facebook,87740,1976,385657,139.0,False,FA,Launch
1094,CMP-01095,Q4_Launch_CMP-01095,2023-06-19,2023-07-17,Email,16524,262,3471,26.0,False,EM,Launch
1095,CMP-01096,Q2_Summer_CMP-01096,2023-01-26,2023-02-20,TikTok,20282,598,116295,,False,INVALID,Summer
1096,CMP-01097,Q4_Winter_CMP-01097,2023-07-22,2023-07-25,Email,24930,378,25407,24.0,True,EM,Winter
1097,CMP-01098,Q3_Winter_CMP-01098,2023-08-07,2023-08-23,Google Ads,1077,46,5684,,False,GO,Winter
1098,CMP-01099,Q4_BlackFriday_CMP-01099,2023-04-06,2023-04-23,Google Ads,21611,536,40428,,False,GO,BlackFriday
1099,CMP-01100,Q3_Launch_CMP-01100,2023-03-18,2023-03-21,TikTok,17984,449,25883,75.0,True,TI,Launch
1100,CMP-01101,Q4_Summer_CMP-01101,2023-11-14,2023-12-03,Google Ads,15060,436,62186,54.0,False,GO,Summer
1101,CMP-01102,Q3_Launch_CMP-01102,2023-09-13,2023-09-19,TikTok,83985,2331,189201,,False,TI,Launch
1102,CMP-01103,Q1_Winter_CMP-01103,2023-01-02,2023-02-09,Google Ads,85056,4235,585085,678.0,False,GO,Winter
1103,CMP-01104,Q2_Winter_CMP-01104,2023-07-16,2023-08-06,Instagram,44303,1409,94198,,True,IN,Winter
1104,CMP-01105,Q3_BlackFriday_CMP-01105,2023-09-27,2023-10-22,Facebook,60207,814,81236,100.0,True,FA,BlackFriday
1105,CMP-01106,Q3_Summer_CMP-01106,2023-10-06,2023-10-20,Facebook,76046,2606,43584,159.0,True,FA,Summer
1106,CMP-01107,Q4_Summer_CMP-01107,2024-01-01,2024-01-28,Instagram,30287,486,56161,69.0,False,IN,Summer
1107,CMP-01108,Q2_Winter_CMP-01108,2023-09-06,2023-09-27,TikTok,94709,1064,153388,159.0,True,TI,Winter
1108,CMP-01109,Q4_Winter_CMP-01109,2023-06-14,2023-06-26,Email,40711,1987,292325,212.0,True,EM,Winter
1109,CMP-01110,Q1_Winter_CMP-01110,2023-06-13,2023-07-13,Facebook,12954,530,93579,102.0,True,FA,Winter
1110,CMP-01111,Q3_Launch_CMP-01111,2023-05-24,2023-06-20,TikTok,74340,3657,361086,662.0,True,TI,Launch
1111,CMP-01112,Q1_BlackFriday_CMP-01112,2023-08-30,2023-09-08,Google Ads,73101,2128,325785,332.0,False,GO,BlackFriday
1112,CMP-01113,Q4_Winter_CMP-01113,2023-04-30,2023-05-14,TikTok,72520,2269,440736,356.0,True,TI,Winter
1113,CMP-01114,Q4_Winter_CMP-01114,2023-12-03,2023-12-05,Google Ads,88062,1473,234997,129.0,False,GO,Winter
1114,CMP-01115,Q3_BlackFriday_CMP-01115,2023-01-29,2023-02-23,Facebook,19574,389,48034,57.0,False,FA,BlackFriday
1115,CMP-01116,Q4_Launch_CMP-01116,2023-10-22,2023-11-05,Google Ads,10184,443,64061,,True,GO,Launch
1116,CMP-01117,Q1_BlackFriday_CMP-01117,2023-07-01,2023-07-03,TikTok,20096,487,78384,34.0,False,TI,BlackFriday
1117,CMP-01118,Q4_Winter_CMP-01118,2023-03-30,2023-04-27,Facebook,68728,2960,41985,591.0,True,FA,Winter
1118,CMP-01119,Q2_Launch_CMP-01119,2023-12-24,2024-01-04,Google Ads,35016,1343,70509,192.0,False,GO,Launch
1119,CMP-01120,Q1_Launch_CMP-01120,2023-12-27,2024-01-21,Email,12246,209,16556,23.0,True,EM,Launch
1120,CMP-01121,Q1_BlackFriday_CMP-01121,2023-10-16,2023-10-29,Instagram,46558,1410,241914,131.0,True,IN,BlackFriday
1121,CMP-01122,Q1_Launch_CMP-01122,2023-09-10,2023-09-11,TikTok,19381,718,65264,100.0,False,TI,Launch
1122,CMP-01123,Q1_Winter_CMP-01123,2023-01-20,2023-01-27,Facebook,37455,726,115967,41.0,True,FA,Winter
1123,CMP-01124,Q3_Winter_CMP-01124,2023-04-30,2023-05-22,Email,93263,4031,426552,258.0,True,EM,Winter
1124,CMP-01125,Q4_Launch_CMP-01125,2023-02-09,2023-09-26,Instagram,5018,159,20397,8.0,False,IN,Launch
1125,CMP-01126,Q1_Launch_CMP-01126,2023-11-11,2023-12-11,TikTok,12302,204,-1228,25.0,True,TI,Launch
1126,CMP-01127,Q4_Launch_CMP-01127,2023-04-01,2023-04-13,Google Ads,68506,2282,176134,319.0,True,GO,Launch
1127,CMP-01128,Q1_BlackFriday_CMP-01128,2023-06-15,2023-06-28,TikTok,42157,2107,407872,125.0,False,TI,BlackFriday
1128,CMP-01129,Q4_BlackFriday_CMP-01129,2023-03-17,2023-04-01,Instagram,55917,895,164251,141.0,True,IN,BlackFriday
1129,CMP-01130,Q1_Launch_CMP-01130,2023-02-26,2023-03-18,Email,93738,3999,591217,338.0,False,EM,Launch
1130,CMP-01131,Q3_Launch_CMP-01131,2023-02-07,2023-03-06,Email,97646,1786,212439,272.0,True,EM,Launch
1131,CMP-01132,Q3_BlackFriday_CMP-01132,2023-07-22,2023-08-19,Facebook,84122,3473,525688,685.0,False,FA,BlackFriday
1132,CMP-01133,Q1_Winter_CMP-01133,2023-06-15,2023-06-23,Facebook,25519,1005,143506,154.0,False,FA,Winter
1133,CMP-01134,Q4_Launch_CMP-01134,2023-08-12,2023-09-05,Email,97809,2153,291264,392.0,False,EM,Launch
1134,CMP-01135,Q1_Winter_CMP-01135,2023-11-29,2023-12-29,Email,88487,2038,11999,391.0,True,EM,Winter
1135,CMP-01136,Q1_BlackFriday_CMP-01136,2023-10-15,2023-10-20,Google Ads,57819,2411,349403,296.0,False,GO,BlackFriday
1136,CMP-01137,Q3_Winter_CMP-01137,2023-07-02,2023-07-18,Facebook,81910,2330,385238,361.0,False,FA,Winter
1137,CMP-01138,Q4_Launch_CMP-01138,2023-03-31,2023-04-20,Email,72324,2837,564881,504.0,True,EM,Launch
1138,CMP-01139,Q1_Launch_CMP-01139,2023-05-31,2023-06-26,Email,6408,102,527,,False,EM,Launch
1139,CMP-01140,Q3_Summer_CMP-01140,2023-12-26,2024-01-12,Facebook,60379,2662,424658,237.0,False,FA,Summer
1140,CMP-01141,Q1_Launch_CMP-01141,2023-10-18,2023-11-16,Facebook,26053,1001,135904,192.0,False,FA,Launch
1141,CMP-01142,Q4_BlackFriday_CMP-01142,2023-11-05,2023-11-19,Google Ads,10446,483,55597,,True,GO,BlackFriday
1142,CMP-01143,Q1_BlackFriday_CMP-01143,2023-11-10,2023-12-01,,1922,29,-2005,2.0,True,XX,BlackFriday
1143,CMP-01144,Q3_Launch_CMP-01144,2023-09-12,2023-10-10,Email,99723,3362,374402,394.0,True,EM,Launch
1144,CMP-01145,Q3_BlackFriday_CMP-01145,2023-05-02,2023-05-27,Google Ads,52356,1778,183412,301.0,True,GO,BlackFriday
1145,CMP-01146,Q1_BlackFriday_CMP-01146,2023-11-22,2023-12-13,Facebook,11789,284,27101,37.0,True,FA,BlackFriday
1146,CMP-01147,Q2_BlackFriday_CMP-01147,2023-12-29,2024-01-04,Insta_gram,98720,2797,446491,412.0,True,IN,BlackFriday
1147,CMP-01148,Q3_Launch_CMP-01148,2023-06-21,2023-06-29,TikTok,67656,779,12083,127.0,False,TI,Launch
1148,CMP-01149,Q1_Launch_CMP-01149,2023-05-08,2023-05-28,Google Ads,45028,1793,248067,256.0,True,GO,Launch
1149,CMP-01150,Q3_BlackFriday_CMP-01150,2023-02-25,2023-03-14,Instagram,65484,2093,399344,274.0,False,IN,BlackFriday
1150,CMP-01151,Q1_Summer_CMP-01151,2023-08-13,2023-08-23,Email,33154,408,41811,,True,EM,Summer
1151,CMP-01152,Q3_Summer_CMP-01152,2023-07-31,2023-08-16,Instagram,83870,3122,270272,,True,IN,Summer
1152,CMP-01153,Q4_Winter_CMP-01153,2023-10-07,2023-11-01,TikTok,3336,95,14097,13.0,True,TI,Winter
1153,CMP-01154,Q2_Summer_CMP-01154,2023-10-23,2023-10-26,Instagram,68779,782,62421,81.0,False,IN,Summer
1154,CMP-01155,Q1_Winter_CMP-01155,2023-03-25,2023-04-08,Google Ads,20029,977,95015,108.0,True,GO,Winter
1155,CMP-01156,Q2_Launch_CMP-01156,2023-01-18,2023-02-07,Facebook,60201,2887,241614,564.0,False,FA,Launch
1156,CMP-01157,Q4_BlackFriday_CMP-01157,2023-02-23,2023-02-24,TikTok,33265,1015,61279,67.0,False,TI,BlackFriday
1157,CMP-01158,Q3_Launch_CMP-01158,2023-03-29,2023-04-12,Email,44872,616,107261,,False,INVALID,Launch
1158,CMP-01159,Q2_Launch_CMP-01159,2023-02-08,2023-02-11,Google Ads,47197,1896,167191,234.0,False,GO,Launch
1159,CMP-01160,Q1_Summer_CMP-01160,2023-02-17,2023-03-07,Instagram,56180,1667,201631,292.0,True,IN,Summer
1160,CMP-01161,Q3_BlackFriday_CMP-01161,2023-09-05,2023-09-08,Instagram,24710,546,30848,40.0,True,IN,BlackFriday
1161,CMP-01162,Q1_Winter_CMP-01162,2023-12-01,2023-12-24,Facebook,30486,904,14003,82.0,True,FA,Winter
1162,CMP-01163,Q1_Launch_CMP-01163,2023-03-22,2023-04-20,Email,72907,2252,224264,,False,EM,Launch
1163,CMP-01164,Q1_BlackFriday_CMP-01164,2023-06-19,2023-07-14,Facebook,72895,2369,383092,369.0,False,FA,BlackFriday
1164,CMP-01165,Q3_Launch_CMP-01165,2023-12-23,2023-12-28,Email,65435,1809,202356,155.0,False,EM,Launch
1165,CMP-01166,Q4_Summer_CMP-01166,2023-10-04,2023-10-29,Facebook,41631,1425,113093,154.0,False,FA,Summer
1166,CMP-01167,Q2_BlackFriday_CMP-01167,2023-02-05,2023-05-23,Email,21103,986,125199,114.0,False,EM,BlackFriday
1167,CMP-01168,Q1_Launch_CMP-01168,2023-07-21,2023-07-23,Facebook,65772,1610,112017,295.0,True,FA,Launch
1168,CMP-01169,Q1_Winter_CMP-01169,2023-03-20,2023-04-01,TikTok,15382,600,69649,67.0,True,TI,Winter
1169,CMP-01170,Q3_BlackFriday_CMP-01170,2023-01-02,2023-01-11,Facebook,85291,3904,381014,280.0,True,FA,BlackFriday
1170,CMP-01171,Q2_Summer_CMP-01171,2023-12-05,2023-12-18,Facebook,4756,134,2503,17.0,False,FA,Summer
1171,CMP-01172,Q3_Launch_CMP-01172,2023-02-19,2023-02-28,TikTok,21609,599,35424,116.0,False,TI,Launch
1172,CMP-01173,Q2_Launch_CMP-01173,2023-03-29,2023-04-13,Email,17478,595,91691,83.0,False,EM,Launch
1173,CMP-01174,Q3_Winter_CMP-01174,2023-08-31,2023-09-21,Facebook,40666,1368,105901,270.0,True,FA,Winter
1174,CMP-01175,Q3_Summer_CMP-01175,2023-07-23,2023-08-18,Facebook,76683,3240,317056,570.0,False,FA,Summer
1175,CMP-01176,Q4_Winter_CMP-01176,2023-05-16,2023-06-15,Google Ads,72315,2101,235999,116.0,False,GO,Winter
1176,CMP-01177,Q3_BlackFriday_CMP-01177,2023-10-06,2023-10-17,TikTok,78834,3929,731589,584.0,False,TI,BlackFriday
1177,CMP-01178,Q1_Launch_CMP-01178,2023-07-15,2023-07-25,TikTok,15153,187,16154,17.0,False,TI,Launch
1178,CMP-01179,Q2_Summer_CMP-01179,2023-05-15,2023-06-11,Email,77325,783,49874,104.0,True,EM,Summer
1179,CMP-01180,Q4_Winter_CMP-01180,2023-05-18,2023-06-05,Email,13999,498,48706,45.0,True,E-,Winter
1180,CMP-01181,Q3_BlackFriday_CMP-01181,2023-12-23,2024-01-12,TikTok,56318,1235,81141,126.0,False,TI,BlackFriday
1181,CMP-01182,Q4_BlackFriday_CMP-01182,2023-06-26,2023-07-07,TikTok,1814,35,2425,6.0,False,TI,BlackFriday
1182,CMP-01183,Q1_Winter_CMP-01183,2023-10-29,2023-11-28,Email,77077,1732,235686,140.0,False,EM,Winter
1183,CMP-01184,Q2_Summer_CMP-01184,2023-07-18,2023-07-28,Facebook,91474,1851,109459,,False,FA,Summer
1184,CMP-01185,Q3_Winter_CMP-01185,2023-10-02,2023-10-30,Google Ads,3443,38,2076,2.0,True,GO,Winter
1185,CMP-01186,Q1_BlackFriday_CMP-01186,2023-10-21,2023-11-20,Facebook,76993,3761,591087,239.0,True,FA,BlackFriday
1186,CMP-01187,Q4_Launch_CMP-01187,2023-02-10,2023-02-27,Email,76916,1448,15095,258.0,True,EM,Launch
1187,CMP-01188,Q3_Launch_CMP-01188,2023-01-18,2023-02-03,Email,74319,2925,201258,422.0,False,EM,Launch
1188,CMP-01189,Q4_Summer_CMP-01189,2023-10-20,2023-11-02,Instagram,18368,743,65415,120.0,False,IN,Summer
1189,CMP-01190,Q3_BlackFriday_CMP-01190,2023-03-03,2023-03-28,,16328,770,112661,62.0,True,XX,BlackFriday
1190,CMP-01191,Q3_BlackFriday_CMP-01191,2023-03-27,2023-04-24,Google Ads,57942,650,59365,84.0,False,GO,BlackFriday
1191,CMP-01192,Q4_Winter_CMP-01192,2023-06-03,2023-07-03,TikTok,92751,4162,51683,668.0,False,TI,Winter
1192,CMP-01193,Q4_Launch_CMP-01193,2023-02-10,2023-03-05,TikTok,28306,880,60064,126.0,False,TI,Launch
1193,CMP-01194,Q2_Winter_CMP-01194,2023-11-18,2023-12-07,Instagram,86451,3051,421691,,True,IN,Winter
1194,CMP-01195,Q4_BlackFriday_CMP-01195,2023-06-13,2023-07-06,Facebook,40915,1463,142513,283.0,False,FA,BlackFriday
1195,CMP-01196,Q4_Summer_CMP-01196,2023-04-02,2023-05-02,Email,38219,1635,235514,247.0,True,INVALID,Summer
1196,CMP-01197,Q1_Launch_CMP-01197,2023-10-12,2023-11-11,Google Ads,81879,1910,327105,355.0,True,GO,Launch
1197,CMP-01198,Q3_Summer_CMP-01198,2023-05-22,2023-06-13,Email,65644,2581,365849,411.0,True,EM,Summer
